sample_id,repository_url,category,description,notes
886,https://github.com/jenkinsci/jenkins,Category 2: Domain Specific,Jenkins,CI/CD server
887,https://github.com/drone/drone,Category 2: Domain Specific,Drone,CI platform
888,https://github.com/concourse/concourse,Category 2: Domain Specific,Concourse,CI system
889,https://github.com/buildbot/buildbot,Category 2: Domain Specific,Buildbot,CI framework
890,https://github.com/pypa/pipenv,Category 5: Small Frameworks,Pipenv,Dependency management
891,https://github.com/python-poetry/poetry,Category 5: Small Frameworks,Poetry,Dependency management
892,https://github.com/pypa/pip,Category 5: Small Frameworks,pip,Package installer
893,https://github.com/pypa/setuptools,Category 5: Small Frameworks,setuptools,Build system
894,https://github.com/pypa/wheel,Category 5: Small Frameworks,wheel,Built packages
895,https://github.com/pypa/twine,Category 5: Small Frameworks,twine,PyPI upload
896,https://github.com/pypa/build,Category 5: Small Frameworks,build,PEP 517 build
897,https://github.com/astral-sh/ruff,Category 5: Small Frameworks,Ruff,Fast linter
898,https://github.com/astral-sh/uv,Category 5: Small Frameworks,uv,Fast package manager
899,https://github.com/psf/black,Category 5: Small Frameworks,Black,Code formatter
900,https://github.com/PyCQA/isort,Category 5: Small Frameworks,isort,Import sorter
901,https://github.com/PyCQA/flake8,Category 5: Small Frameworks,flake8,Linter
902,https://github.com/PyCQA/bandit,Category 5: Small Frameworks,Bandit,Security linter
903,https://github.com/python/mypy,Category 5: Small Frameworks,mypy,Type checker
904,https://github.com/microsoft/pyright,Category 5: Small Frameworks,Pyright,Type checker
905,https://github.com/davidhalter/jedi,Category 5: Small Frameworks,Jedi,Autocompletion
906,https://github.com/hhatto/autopep8,Category 5: Small Frameworks,autopep8,PEP8 formatter
907,https://github.com/google/yapf,Category 5: Small Frameworks,yapf,Code formatter
908,https://github.com/pre-commit/pre-commit,Category 5: Small Frameworks,pre-commit,Git hooks
909,https://github.com/pre-commit/pre-commit-hooks,Category 5: Small Frameworks,pre-commit-hooks,Hook collection
910,https://github.com/PyCQA/autoflake,Category 5: Small Frameworks,autoflake,Remove unused
911,https://github.com/asottile/pyupgrade,Category 5: Small Frameworks,pyupgrade,Syntax upgrade
912,https://github.com/charliermarsh/ruff,Category 5: Small Frameworks,Ruff,Fast Python linter
913,https://github.com/python-jsonschema/check-jsonschema,Category 5: Small Frameworks,check-jsonschema,Schema validation
914,https://github.com/mkdocs/mkdocs,Category 5: Small Frameworks,MkDocs,Documentation
915,https://github.com/squidfunk/mkdocs-material,Category 5: Small Frameworks,Material for MkDocs,MkDocs theme
916,https://github.com/readthedocs/readthedocs.org,Category 5: Small Frameworks,Read the Docs,Doc hosting
917,https://github.com/pdoc3/pdoc,Category 5: Small Frameworks,pdoc,Auto documentation
918,https://github.com/mitmproxy/pdoc,Category 5: Small Frameworks,pdoc,API documentation
919,https://github.com/tox-dev/tox,Category 5: Small Frameworks,tox,Test automation
920,https://github.com/pypa/virtualenv,Category 5: Small Frameworks,virtualenv,Virtual environments
921,https://github.com/pyenv/pyenv,Category 5: Small Frameworks,pyenv,Python version management
922,https://github.com/pyenv/pyenv-virtualenv,Category 5: Small Frameworks,pyenv-virtualenv,Virtualenv plugin
923,https://github.com/asdf-vm/asdf,Category 5: Small Frameworks,asdf,Version manager
924,https://github.com/conda/conda,Category 5: Small Frameworks,conda,Package manager
925,https://github.com/mamba-org/mamba,Category 5: Small Frameworks,mamba,Fast conda
926,https://github.com/conda-forge/miniforge,Category 5: Small Frameworks,miniforge,Conda distribution
927,https://github.com/nteract/papermill,Category 9: Data Processing,Papermill,Parameterized notebooks
928,https://github.com/jupyter/nbconvert,Category 9: Data Processing,nbconvert,Notebook conversion
929,https://github.com/jupyter/nbformat,Category 9: Data Processing,nbformat,Notebook format
930,https://github.com/jupyterlab/jupyterlab,Category 9: Data Processing,JupyterLab,Jupyter IDE
931,https://github.com/jupyter/notebook,Category 9: Data Processing,Jupyter Notebook,Notebook interface
932,https://github.com/ipython/ipython,Category 9: Data Processing,IPython,Interactive Python
933,https://github.com/voila-dashboards/voila,Category 9: Data Processing,Voil_,Notebook dashboards
934,https://github.com/jupyter-widgets/ipywidgets,Category 9: Data Processing,ipywidgets,Interactive widgets
935,https://github.com/bqplot/bqplot,Category 6: Visualization and Games,bqplot,2D plotting
936,https://github.com/plotly/jupyter-dash,Category 6: Visualization and Games,Jupyter Dash,Dash in Jupyter
937,https://github.com/plotly/dash,Category 6: Visualization and Games,Dash,Analytical apps
938,https://github.com/gradio-app/gradio,Category 6: Visualization and Games,Gradio,ML demos
939,https://github.com/marimo-team/marimo,Category 9: Data Processing,marimo,Reactive notebook
940,https://github.com/quarto-dev/quarto-cli,Category 9: Data Processing,Quarto,Scientific publishing
941,https://github.com/posit-dev/great-tables,Category 6: Visualization and Games,Great Tables,Table generation
942,https://github.com/vega/altair,Category 6: Visualization and Games,Altair,Vega-Lite visualization
943,https://github.com/vispy/vispy,Category 6: Visualization and Games,VisPy,Scientific visualization
944,https://github.com/K3D-tools/K3D-jupyter,Category 6: Visualization and Games,K3D,3D visualization
945,https://github.com/pyviz/panel,Category 6: Visualization and Games,Panel,App builder
946,https://github.com/holoviz/param,Category 6: Visualization and Games,Param,Declarative parameters
947,https://github.com/voxel51/fiftyone,Category 6: Visualization and Games,FiftyOne,Dataset curation
948,https://github.com/activeloopai/deeplake,Category 9: Data Processing,Deep Lake,Data lake for AI
949,https://github.com/lancedb/lancedb,Category 9: Data Processing,LanceDB,Vector database
950,https://github.com/weaviate/weaviate,Category 9: Data Processing,Weaviate,Vector search
951,https://github.com/qdrant/qdrant,Category 9: Data Processing,Qdrant,Vector similarity
952,https://github.com/milvus-io/milvus,Category 9: Data Processing,Milvus,Vector database
953,https://github.com/pgvector/pgvector,Category 9: Data Processing,pgvector,Postgres vectors
954,https://github.com/Pinecone-io/pinecone-python-client,Category 9: Data Processing,Pinecone,Vector DB client
955,https://github.com/docarray/docarray,Category 9: Data Processing,DocArray,Multi-modal data
956,https://github.com/jina-ai/jina,Category 9: Data Processing,Jina,Neural search
957,https://github.com/marqo-ai/marqo,Category 9: Data Processing,Marqo,Tensor search
958,https://github.com/semi-technologies/weaviate,Category 9: Data Processing,Weaviate,Vector database
959,https://github.com/txtai/txtai,Category 9: Data Processing,txtai,Semantic search
960,https://github.com/neuml/txtai,Category 9: Data Processing,txtai,AI search
961,https://github.com/deepset-ai/haystack,Category 2: Domain Specific,Haystack,LLM framework
962,https://github.com/hwchase17/langchain,Category 2: Domain Specific,LangChain,LLM applications
963,https://github.com/guidance-ai/guidance,Category 2: Domain Specific,Guidance,LLM control
964,https://github.com/outlines-dev/outlines,Category 2: Domain Specific,Outlines,Structured generation
965,https://github.com/stanfordnlp/dspy,Category 2: Domain Specific,DSPy,LLM programming
966,https://github.com/BerriAI/litellm,Category 2: Domain Specific,LiteLLM,LLM proxy
967,https://github.com/ollama/ollama-python,Category 2: Domain Specific,Ollama Python,Local LLM
968,https://github.com/PromptMagic/prompt-library,Category 2: Domain Specific,Prompt Library,Prompt collection
969,https://github.com/sgl-project/sglang,Category 1: From Scratch,SGLang,LLM programming
970,https://github.com/modal-labs/modal-client,Category 2: Domain Specific,Modal,Serverless compute
971,https://github.com/instructor-ai/instructor,Category 2: Domain Specific,Instructor,Structured LLM output
972,https://github.com/jxnl/instructor,Category 2: Domain Specific,Instructor,Pydantic + LLM
973,https://github.com/pydantic/pydantic-ai,Category 2: Domain Specific,Pydantic AI,LLM agents
974,https://github.com/phidatahq/phidata,Category 2: Domain Specific,Phidata,AI assistants
975,https://github.com/crewAIInc/crewAI,Category 2: Domain Specific,CrewAI,AI agents
976,https://github.com/joaomdmoura/crewAI,Category 2: Domain Specific,CrewAI,Multi-agent framework
977,https://github.com/e2b-dev/e2b,Category 2: Domain Specific,E2B,AI sandboxes
978,https://github.com/geekan/MetaGPT,Category 2: Domain Specific,MetaGPT,Multi-agent
979,https://github.com/OpenBMB/ChatDev,Category 2: Domain Specific,ChatDev,AI software company
980,https://github.com/microsoft/autogen,Category 2: Domain Specific,AutoGen,Multi-agent framework
981,https://github.com/AgentOps-AI/agentops,Category 2: Domain Specific,AgentOps,Agent observability
982,https://github.com/assafelovic/gpt-researcher,Category 2: Domain Specific,GPT Researcher,Autonomous research
983,https://github.com/yoheinakajima/babyagi,Category 2: Domain Specific,BabyAGI,Task-driven agent
984,https://github.com/torantulino/Auto-GPT,Category 2: Domain Specific,Auto-GPT,Autonomous GPT-4
985,https://github.com/AntonOsika/gpt-engineer,Category 2: Domain Specific,GPT Engineer,AI code generation
986,https://github.com/Pythagora-io/gpt-pilot,Category 2: Domain Specific,GPT Pilot,AI development
987,https://github.com/OpenDevin/OpenDevin,Category 2: Domain Specific,OpenDevin,AI software developer
988,https://github.com/stitionai/devika,Category 2: Domain Specific,Devika,AI software engineer
989,https://github.com/bytedance/deer-flow ,Category 2: Domain Specific,Deer-flow,AI agents
